File,Level,Order in file,Clean Question,Tagged Elements,Full Question,Answer
"/level3/snra/rm3-14.txt.snra","3","3","When will they return to Earth?","[]","3.  When will they return to Earth?","['They will land in California later this week.']"
"/level3/snra/rm3-14.txt.snra","3","4","Where are they traveling?","[]","4. Where are they traveling?","['Two men are flying through space tonight.']"
"/level3/snra/rm3-14.txt.snra","3","5","Why is the shuttle better than other spaceships?","[]","5. Why is the shuttle better than other spaceships?","['The best thing about the space shuttle is that it can be used again.']"
"/level3/snra/rm3-15.txt.snra","3","1","Who was Buddy?","[]","1.  Who was Buddy?","['The first Seeing Eye dog was a German shepherd named Buddy.']"
"/level3/snra/rm3-15.txt.snra","3","2","What kind of dog was Buddy?","[]","2.  What kind of dog was Buddy?","['The first Seeing Eye dog was a German shepherd named Buddy.']"
"/level3/snra/rm3-15.txt.snra","3","3","When was the Seeing Eye School started?","[]","3.  When was the Seeing Eye School started?","['A famous school is 25 years old this year.']"
"/level3/snra/rm3-15.txt.snra","3","4","Where was Buddy born?","[]","4.  Where was Buddy born?","['He was born in Switzerland.']"
"/level3/snra/rm3-15.txt.snra","3","5","Why is a seeing eye dog a faithful friend?","[]","5.  Why is a seeing eye dog a faithful friend?","['A good Seeing Eye dog will give its own life before it lets its owner be hurt.']"
"/level3/snra/rm3-16.txt.snra","3","1","Who can hear whooping cranes?","[]","1. Who can hear whooping cranes?","['The call can be heard by people two miles away.']"
"/level3/snra/rm3-16.txt.snra","3","2","What was found that was special?","[]","2. What was found that was special?","['Some whooping crane nests have been found.']"
"/level3/snra/rm3-16.txt.snra","3","3","When was the last nest seen?","[]","3.  When was the last nest seen?","['The last time a nest was seen was 50 years ago.']"
"/level3/snra/rm3-16.txt.snra","3","4","Where were the nests found?","[]","4.  Where were the nests found?","['(CANADA, August, 1952)-']"
"/level3/snra/rm3-16.txt.snra","3","5","Why is it hard to find whooping cranes?","[]","5.  Why is it hard to find whooping cranes?","['They are very shy.']"
"/level3/snra/rm3-17.txt.snra","3","1","Who found something strange?","[]","1.  Who found something strange?","['One year ago today, Dutch sailors found a strange, new island.']"
"/level3/snra/rm3-17.txt.snra","3","2","What did they find?","[]","2.  What did they find?","['One year ago today, Dutch sailors found a strange, new island.']"
"/level3/snra/rm3-17.txt.snra","3","3","When did they find the island?","[]","3.  When did they find the island?","['(HOLLAND, April 10, 1723)-', 'They named it Easter Island, in honor of the day they found it.']"
"/level3/snra/rm3-17.txt.snra","3","4","Where is this island?","[]","4.  Where is this island?","['Easter Island is far away in the South Pacific Ocean.']"
"/level3/snra/rm3-17.txt.snra","3","5","Why are the statues there?","[]","5. Why are the statues there?",""
"/level3/snra/rm3-18.txt.snra","3","1","Who was the first man to walk on the moon?","[]","1.  Who was the first man to walk on the moon?","['They were said by Neil Armstrong.']"
"/level3/snra/rm3-18.txt.snra","3","2","What did he say?","[]","2.  What did he say?","['""That\'s one small step for man, one giant leap for mankind.""']"
"/level3/snra/rm3-18.txt.snra","3","3","When did this story happen?","[]","3.  When did this story happen?","['Those words were spoken from the moon today.']"
"/level3/snra/rm3-18.txt.snra","3","4","Where are more trips planned in the near future?","[]","4.  Where are more trips planned in the near future?","['More trips are planned to the moon in the near future.']"
"/level3/snra/rm3-18.txt.snra","3","5","Why did the visitors come to the moon, according to the plaque they left?","[]","5. Why did the visitors come to the moon, according to the plaque they left?","['It says they came in peace for all mankind.']"
"/level3/snra/rm3-19.txt.snra","3","1","Who is everyone watching at the Olympics?","[]","1.  Who is everyone watching at the Olympics?","['The world is watching a young girl named Nadia.']"
"/level3/snra/rm3-19.txt.snra","3","2","What is she?","[]","2.  What is she?","['Nadia is a gymnast.']"
"/level3/snra/rm3-19.txt.snra","3","3","When did she begin practicing?","[]","3.  When did she begin practicing?","['She has been practicing for more than ten years.']"
"/level3/snra/rm3-19.txt.snra","3","4","Where does she live?","[]","4.  Where does she live?","['Her home is in Russia.']"
"/level3/snra/rm3-19.txt.snra","3","5","Why are her scores perfect 10's?","[]","5.  Why are her scores perfect 10's?","['Each time she performs, the judges cannot find one thing wrong.']"
"/level3/snra/rm3-2.txt.snra","3","1","Who lives in the White House?","[]","1. Who lives in the White House?","['The White House is the home of the President of the United States.']"
"/level3/snra/rm3-2.txt.snra","3","2","What caught on fire?","[]","2.  What caught on fire?","['The White House was on fire.']"
"/level3/snra/rm3-2.txt.snra","3","3","When did this happen?","[]","3.  When did this happen?","['(WASHINGTON, D.C., December 24,1930)', 'Last night, it looked like that might happen again.']"
"/level3/snra/rm3-2.txt.snra","3","4","Where did the firemen jump?","[]","4.  Where did the firemen jump?","['Firemen jumped to the ground with hoses.']"
"/level3/snra/rm3-2.txt.snra","3","5","Why did the guard whisper in Mr. Hoover's ear?","[]","5.  Why did the guard whisper in Mr. Hoover's ear?","['Fire in the White House!']"
"/level3/snra/rm3-20.txt.snra","3","1","Who is a vet?","[]","1.  Who is a vet?","['Dr. Mark is a pet doctor called a vet.']"
"/level3/snra/rm3-20.txt.snra","3","2","What was Sam's reward?","[]","2.  What was Sam's reward?","['He got a biscuit to chew.']"
"/level3/snra/rm3-20.txt.snra","3","3","When did Sam get the reward?","[]","3.  When did Sam get the reward?","['After the brushing, Sam got a reward.']"
"/level3/snra/rm3-20.txt.snra","3","4","Where did Sam live?","[]","4.  Where did Sam live?","['(PHOENIX, ARIZONA, April 12, 1989)-']"
"/level3/snra/rm3-20.txt.snra","3","5","Why are germs bad?","[]","5.  Why are germs bad?","['They can make dogs and cats quite sick.']"
"/level3/snra/rm3-21.txt.snra","3","1","Who is the young girl in the movie?","[]","1.  Who is the young girl in the movie?","['In the movie, a young girl named Dorothy lives on a farm.']"
"/level3/snra/rm3-21.txt.snra","3","2","What is the name of the movie?","[]","2.  What is the name of the movie?","['The movie is called ""The Wizard of Oz.""']"
"/level3/snra/rm3-21.txt.snra","3","3","When was this movie first shown?","[]","3.  When was this movie first shown?","['(KANSAS CITY, KANSAS, November 13,1939)-']"
"/level3/snra/rm3-21.txt.snra","3","4","Where does Dorothy live?","[]","4.  Where does Dorothy live?","['In the movie, a young girl named Dorothy lives on a farm.']"
"/level3/snra/rm3-21.txt.snra","3","5","Why would the scarecrow fear a lighted match?","[]","5.  Why would the scarecrow fear a lighted match?",""
"/level3/snra/rm3-22.txt.snra","3","1","Who is celebrating her 30th birthday?","[]","1. Who is celebrating her 30th birthday?","['Barbie, the doll, turns 30 years old in 1989.']"
"/level3/snra/rm3-22.txt.snra","3","2","What is her sister's name?","[]","2.  What is her sister's name?","['Barbie also has a younger sister named Scooter.']"
"/level3/snra/rm3-22.txt.snra","3","3","When was the first Barbie doll made?","[]","3.  When was the first Barbie doll made?",""
"/level3/snra/rm3-22.txt.snra","3","4","Where might you look to find an old Barbie doll?","[]","4. Where might you look to find an old Barbie doll?",""
"/level3/snra/rm3-22.txt.snra","3","5","Why was the first Barbie doll different from other dolls?","[]","5. Why was the first Barbie doll different from other dolls?","['She wore high heels and looked grown up.']"
"/level3/snra/rm3-23.txt.snra","3","1","Who is missing?","[]","1.  Who is missing?","['A famous pilot and her plane are missing!', ""Amelia is the lady's name.""]"
"/level3/snra/rm3-23.txt.snra","3","2","What was she trying to do?","[]","2.  What was she trying to do?","['Amelia was flying around the world.']"
"/level3/snra/rm3-23.txt.snra","3","3","When was her plane said to be missing?","[]","3.   When was her plane said to be missing?","['(PACIFIC OCEAN, July, 1937)-']"
"/level3/snra/rm3-23.txt.snra","3","4","Where was she last known to be?","[]","4.  Where was she last known to be?","['She was last heard from as she flew over the ocean.']"
"/level3/snra/rm3-23.txt.snra","3","5","Why was she given the Flying Cross?","[]","5.  Why was she given the Flying Cross?","['She was given a medal for her courage.']"
"/level3/snra/rm3-24.txt.snra","3","1","Who started a famous circus?","[]","1.  Who started a famous circus?","['The best-known circus was started by a man named P.T. Barnum.']"
"/level3/snra/rm3-24.txt.snra","3","2","What is another name for the circus?","[]","2.  What is another name for the circus?","['It is called ""the greatest show on Earth.""']"
"/level3/snra/rm3-24.txt.snra","3","3","When did the circus almost close?","[]","3.  When did the circus almost close?","['In 1938, not many people had money to go to the circus.']"
"/level3/snra/rm3-24.txt.snra","3","4","Where did the circus take place at one time?","[]","4.  Where did the circus take place at one time?","['At one time, the circus took place in a huge tent.']"
"/level3/snra/rm3-24.txt.snra","3","5","Why didn't Barnum's circus close?","[]","5. Why didn't Barnum's circus close?",""
"/level3/snra/rm3-25.txt.snra","3","1","Who came up with a plan to build this bridge?","[]","1. Who came up with a plan to build this bridge?","['But some bridge builders studied the problems.']"
"/level3/snra/rm3-25.txt.snra","3","2","What is the name of the bridge?","[]","2.  What is the name of the bridge?","['It will be called the Golden Gate Bridge.']"
"/level3/snra/rm3-25.txt.snra","3","3","When did the work begin?","[]","3.  When did the work begin?","['The work began in 1933.']"
"/level3/snra/rm3-25.txt.snra","3","4","Where is the bridge being built?","[]","4.  Where is the bridge being built?","['(SAN FRANCISCO, March 19, 1936)']"
"/level3/snra/rm3-25.txt.snra","3","5","Why were they unable to use pillars on this bridge?","[]","5.  Why were they unable to use pillars on this bridge?","['But the water under the Golden Gate Bridge is too deep.']"
"/level3/snra/rm3-26.txt.snra","3","1","Who likes to fly jets?","[]","1.  Who likes to fly jets?","['Pilots like jets because they lift off the ground with ease.']"
"/level3/snra/rm3-26.txt.snra","3","2","What do jets have instead of propellers?","[]","2.  What do jets have instead of propellers?","['A jet has a special engine.']"
"/level3/snra/rm3-26.txt.snra","3","3","When was the jet first used?","[]","3.  When was the jet first used?","['(LOS ANGELES, 1950)-']"
"/level3/snra/rm3-26.txt.snra","3","4","Where can you hear a boom?","[]","4.  Where can you hear a boom?","['When planes fly that fast, they make a big boom in the sky.']"
"/level3/snra/rm3-26.txt.snra","3","5","Why does a jet suck in air and push it back out?","[]","5.  Why does a jet suck in air and push it back out?","['This helps it to stay high in the sky.']"
"/level3/snra/rm3-27.txt.snra","3","1","Who warmed Tommy's body?","[]","1.  Who warmed Tommy's body?","['The doctors warmed his body a little bit at a time.']"
"/level3/snra/rm3-27.txt.snra","3","2","What do the doctors call Tommy?","[]","2.  What do the doctors call Tommy?","['The doctors call him a miracle boy.']"
"/level3/snra/rm3-27.txt.snra","3","3","When did Tommy go home?","[]","3.  When did Tommy go home?","['Yesterday, Tommy was well enough to go home.']"
"/level3/snra/rm3-27.txt.snra","3","4","Where was Tommy's face underwater?","[]","4.  Where was Tommy's face underwater?","['He must have had his face near an air bubble.']"
"/level3/snra/rm3-27.txt.snra","3","5","Why do the doctors think Tommy didn't need much air?","[]","5. Why do the doctors think Tommy didn't need much air?","[""The doctors think Tommy's body got so cold that he didn't need much air.""]"
"/level3/snra/rm3-28.txt.snra","3","1","Who built the space object?","[]","1.  Who built the space object?","['This satellite was built in Russia.']"
"/level3/snra/rm3-28.txt.snra","3","2","What is the object called in Russian and in English?","[]","2.  What is the object called in Russian and in English?",""
"/level3/snra/rm3-28.txt.snra","3","3","When was the object sent into space?","[]","3.  When was the object sent into space?","['(RUSSIA, October 4, 1957)-']"
"/level3/snra/rm3-28.txt.snra","3","4","Where did it travel?","[]","4.  Where did it travel?","['The first man-made object has made a trip around the world in outer space.']"
"/level3/snra/rm3-28.txt.snra","3","5","Why is it important?","[]","5.  Why is it important?","['It showed us that objects can be sent into space.']"
"/level3/snra/rm3-29.txt.snra","3","1","Who gave the statue to the United States?","[]","1.  Who gave the statue to the United States?","['The statue was given to the United States by France.']"
"/level3/snra/rm3-29.txt.snra","3","2","What is the name of the statue?","[]","2.  What is the name of the statue?","['A party is being held today for the Statue of Liberty.']"
"/level3/snra/rm3-29.txt.snra","3","3","When was it built?","[]","3.  When was it built?","['One of our most popular sights just turned 100 years old.']"
"/level3/snra/rm3-29.txt.snra","3","4","Where does it stand?","[]","4.  Where does it stand?","['This famous statue is in New York Harbor.']"
"/level3/snra/rm3-29.txt.snra","3","5","Why was the statue given to the United States?","[]","5.  Why was the statue given to the United States?","['They wanted the statue to show the world that the United States offered freedom.']"
"/level3/snra/rm3-3.txt.snra","3","1","Who was Mrs. Hubbard?","[]","1. Who was Mrs. Hubbard?","['She was a cook and house cleaner.']"
"/level3/snra/rm3-3.txt.snra","3","2","What did Mrs. Hubbard look in the cupboard to find?","[]","2.  What did Mrs. Hubbard look in the cupboard to find?","['She wanted a bone for her dog.']"
"/level3/snra/rm3-3.txt.snra","3","3","When did Mrs. Hubbard live?","[]","3.  When did Mrs. Hubbard live?","['She lived more than 100 years ago.']"
"/level3/snra/rm3-3.txt.snra","3","4","Where was her cottage?","[]","4.  Where was her cottage?","['The home is in England.']"
"/level3/snra/rm3-3.txt.snra","3","5","Why was the cottage going to be torn down?","[]","5.  Why was the cottage going to be torn down?","['But the cottage had problems over the years.']"
"/level3/snra/rm3-30.txt.snra","3","1","Who set sail for India?","[]","1.  Who set sail for India?","['Christopher Columbus came home to Italy today.']"
"/level3/snra/rm3-30.txt.snra","3","2","What was Columbus trying to find?","[]","2.  What was Columbus trying to find?","['It was almost nine months after he sailed away to find a shortcut to India.']"
"/level3/snra/rm3-30.txt.snra","3","3","Where was Columbus home?","[]","3.  Where was Columbus home?","['(Genoa, Italy, May 3, 1493)-', 'Christopher Columbus came home to Italy today.']"
"/level3/snra/rm3-30.txt.snra","3","4","When did they spot land?","[]","4.  When did they spot land?","['But on October 12, they spotted land.']"
"/level3/snra/rm3-30.txt.snra","3","5","Why did Columbus want to return to the new land?","[]","5.  Why did Columbus want to return to the new land?","['Columbus says he wants to return to the new land to study its size.']"
"/level3/snra/rm3-4.txt.snra","3","1","Who did the boy visit?","[]","1.  Who did the boy visit?","['A four-year-old boy went to visit his relatives last month.']"
"/level3/snra/rm3-4.txt.snra","3","2","What did he wear around his neck on the way home?","[]","2.  What did he wear around his neck on the way home?","[""A sign was hung around the boy's neck.""]"
"/level3/snra/rm3-4.txt.snra","3","3","When was the boy allowed to go home?","[]","3.  When was the boy allowed to go home?",""
"/level3/snra/rm3-4.txt.snra","3","4","Where did the boy live?","[]","4.  Where did the boy live?","['(DETROIT, 1929)-']"
"/level3/snra/rm3-4.txt.snra","3","5","Why did his relatives send him home airmail?","[]","5.  Why did his relatives send him home airmail?","['His relatives thought of a joke.']"
"/level3/snra/rm3-5.txt.snra","3","1","Who are Cub Scouts?","[]","1. Who are Cub Scouts?","['The club is for boys who are under 12 years old.']"
"/level3/snra/rm3-5.txt.snra","3","2","What do they do at meetings?","[]","2. What do they do at meetings?","['At the first meeting, the Cubs played some games.']"
"/level3/snra/rm3-5.txt.snra","3","3","When do the Cub Scouts become Boy Scouts?","[]","3. When do the Cub Scouts become Boy Scouts?","['When the Cub Scouts reach the age of 12, they can be Boy Scouts.']"
"/level3/snra/rm3-5.txt.snra","3","4","Where do Cub Scouts meet?","[]","4. Where do Cub Scouts meet?",""
"/level3/snra/rm3-5.txt.snra","3","5","Why are Cub Scouts like animal cubs?","[]","5. Why are Cub Scouts like animal cubs?","['They have a lot to learn.']"
"/level3/snra/rm3-6.txt.snra","3","1","Who was the man in London talking to?","[]","1. Who was the man in London talking to?","['A man in London was talking to a man in New York.']"
"/level3/snra/rm3-6.txt.snra","3","2","What were they using to talk?","[]","2.  What were they using to talk?","['For the first time, phone lines have been placed in the ocean.']"
"/level3/snra/rm3-6.txt.snra","3","3","When it is 3 o'clock in the afternoon in London, what time is it in New York?","[]","3.  When it is 3 o'clock in the afternoon in London, what time is it in New York?","[""But your watch says it's only 10 o'clock in the morning.""]"
"/level3/snra/rm3-6.txt.snra","3","4","Where have the phone lines been placed?","[]","4.  Where have the phone lines been placed?","['For the first time, phone lines have been placed in the ocean.']"
"/level3/snra/rm3-6.txt.snra","3","5","Why do you think an ocean phone call costs so much?","[]","5.  Why do you think an ocean phone call costs so much?",""
"/level3/snra/rm3-7.txt.snra","3","1","Who found the egg?","[]","1.  Who found the egg?","['Some scientists were digging in the ground.']"
"/level3/snra/rm3-7.txt.snra","3","2","What was inside the egg?","[]","2.  What was inside the egg?","['It contains the remains of a tiny dinosaur.']"
"/level3/snra/rm3-7.txt.snra","3","3","When did the mother dinosaur live?","[]","3.  When did the mother dinosaur live?","['It is about 100 million years old.']"
"/level3/snra/rm3-7.txt.snra","3","4","Where did the mother dinosaur die?","[]","4.  Where did the mother dinosaur die?","[""The dinosaur's mother must have been standing in the lake.""]"
"/level3/snra/rm3-7.txt.snra","3","5","Why didn't the shell have to be cracked open?","[]","5.  Why didn't the shell have to be cracked open?",""
"/level3/snra/rm3-8.txt.snra","3","1","Who found the body?","[]","1.  Who found the body?","['A man was digging in the frozen ground.']"
"/level3/snra/rm3-8.txt.snra","3","2","What did the body look like?","[]","2.  What did the body look like?","['At his feet he saw what looked like a baby elephant.']"
"/level3/snra/rm3-8.txt.snra","3","3","When did the last mammoth die?","[]","3.  When did the last mammoth die?","['The last mammoth on Earth died at least 10,000 years ago.']"
"/level3/snra/rm3-8.txt.snra","3","4","Where did the body stay in good shape?","[]","4.  Where did the body stay in good shape?","['Its body had been kept in good shape by the ice.']"
"/level3/snra/rm3-8.txt.snra","3","5","Why is this find important?","[]","5.  Why is this find important?","['This is the first time a whole body of a mammoth has been found.']"
"/level3/snra/rm3-9.txt.snra","3","1","Who is the king who is giving up his throne?","[]","1. Who is the king who is giving up his throne?","['The present king, Edward, has said he will soon leave the throne.']"
"/level3/snra/rm3-9.txt.snra","3","2","What is the reason he is giving up the throne?","[]","2.  What is the reason he is giving up the throne?","['It is said that Edward is giving up the throne to get married.']"
"/level3/snra/rm3-9.txt.snra","3","3","When did Edward become king?","[]","3.  When did Edward become king?",""
"/level3/snra/rm3-9.txt.snra","3","4","Where do many people ruled by England live?","[]","4.  Where do many people ruled by England live?","['Most of them live in India.']"
"/level3/snra/rm3-9.txt.snra","3","5","Why will Elizabeth someday rule England?","[]","5.  Why will Elizabeth someday rule England?","['There are no sons to take over the throne.']"
"/level4/coref/rm4-1.txt.coref","4","1","Who was the leader of the under water team?","['<COREF ID=""139"" REF=""126""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""138"" REF=""94""><MARKABLE>', '</MARKABLE></COREF>']","1. Who was the <COREF ID=""139"" REF=""126""><MARKABLE>leader</MARKABLE></COREF> of the under water <COREF ID=""138"" REF=""94""><MARKABLE>team</MARKABLE></COREF>?",""
"/level4/coref/rm4-1.txt.coref","4","2","What did the team do that was different?","['<COREF ID=""140"" REF=""94""><MARKABLE>', '</MARKABLE></COREF>']","2. What did the <COREF ID=""140"" REF=""94""><MARKABLE>team</MARKABLE></COREF> do that was different?",""
"/level4/coref/rm4-1.txt.coref","4","3","When did they first go underwater?","['<COREF ID=""141"" REF=""94""><MARKABLE>', '</MARKABLE></COREF>']","3.  When did <COREF ID=""141"" REF=""94""><MARKABLE>they</MARKABLE></COREF> first go underwater?",""
"/level4/coref/rm4-1.txt.coref","4","4","Where did they live underwater?","['<COREF ID=""142"" REF=""94""><MARKABLE>', '</MARKABLE></COREF>']","4.  Where did <COREF ID=""142"" REF=""94""><MARKABLE>they</MARKABLE></COREF> live underwater?",""
"/level4/coref/rm4-1.txt.coref","4","5","Why was their trip worth the work?","['<COREF ID=""143"" REF=""94""><MARKABLE>', '</MARKABLE></COREF>', '<MARKABLE>trip</MARKABLE>', '<COREF ID=""145"" REF=""144""><MARKABLE>', '</MARKABLE></COREF>']","5. Why was <COREF ID=""143"" REF=""94""><MARKABLE>their</MARKABLE></COREF> <MARKABLE>trip</MARKABLE> worth the <COREF ID=""145"" REF=""144""><MARKABLE>work</MARKABLE></COREF>?",""
"/level4/coref/rm4-10.txt.coref","4","1","Who was the first football player to be paid?","['<COREF ID=""159"" REF=""154""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""188"" REF=""187""><MARKABLE>', '</MARKABLE></COREF>']","1.  Who was the first <COREF ID=""159"" REF=""154""><MARKABLE>football</MARKABLE></COREF> <COREF ID=""188"" REF=""187""><MARKABLE>player</MARKABLE></COREF> to be paid?",""
"/level4/coref/rm4-10.txt.coref","4","2","What was the name of this player's team?","['<MARKABLE>name</MARKABLE>', '<COREF ID=""208"" REF=""163""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""190"" REF=""171""><MARKABLE>', '</MARKABLE></COREF>']","2. What was the <MARKABLE>name</MARKABLE> of this <COREF ID=""208"" REF=""163""><MARKABLE>player</MARKABLE></COREF>'s <COREF ID=""190"" REF=""171""><MARKABLE>team</MARKABLE></COREF>?",""
"/level4/coref/rm4-10.txt.coref","4","3","When was the first football game between two schools?","['<COREF ID=""160"" REF=""154""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""192"" REF=""191""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""194"" REF=""193""><MARKABLE>', '</MARKABLE></COREF>']","3.  When was the first <COREF ID=""160"" REF=""154""><MARKABLE>football</MARKABLE></COREF> <COREF ID=""192"" REF=""191""><MARKABLE>game</MARKABLE></COREF> between two <COREF ID=""194"" REF=""193""><MARKABLE>schools</MARKABLE></COREF>?",""
"/level4/coref/rm4-10.txt.coref","4","4","Where did this story take place?","['<MARKABLE>story</MARKABLE>']","4.  Where did this <MARKABLE>story</MARKABLE> take place?",""
"/level4/coref/rm4-10.txt.coref","4","5","Why was John Brallier paid $10?","['<COREF ID=""204"" REF=""163""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""207"" REF=""206""><MARKABLE>', '</MARKABLE></COREF>']","5. Why was <COREF ID=""204"" REF=""163""><MARKABLE>John Brallier</MARKABLE></COREF> paid <COREF ID=""207"" REF=""206""><MARKABLE>$10</MARKABLE></COREF>?",""
"/level4/coref/rm4-11.txt.coref","4","1","Who will be able to see a rare sight?","['<COREF ID=""79"" REF=""78""><MARKABLE>', '</MARKABLE></COREF>']","1. Who will be able to see a rare <COREF ID=""79"" REF=""78""><MARKABLE>sight</MARKABLE></COREF>?",""
"/level4/coref/rm4-11.txt.coref","4","2","What will they be seeing?","['<MARKABLE>they</MARKABLE>']","2.  What will <MARKABLE>they</MARKABLE> be seeing?",""
"/level4/coref/rm4-11.txt.coref","4","3","When will this event happen again after tonight?","['<COREF ID=""51"" REF=""41""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""57"" REF=""55""><MARKABLE>', '</MARKABLE></COREF>']","3.  When will this <COREF ID=""51"" REF=""41""><MARKABLE>event</MARKABLE></COREF> happen again after <COREF ID=""57"" REF=""55""><MARKABLE>tonight</MARKABLE></COREF>?",""
"/level4/coref/rm4-11.txt.coref","4","4","Where is the earth in an eclipse of the moon?","['<COREF ID=""36"" REF=""24""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""52"" REF=""41""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""22"" REF=""13""><MARKABLE>', '</MARKABLE></COREF>']","4.  Where is the <COREF ID=""36"" REF=""24""><MARKABLE>earth</MARKABLE></COREF> in an <COREF ID=""52"" REF=""41""><MARKABLE>eclipse</MARKABLE></COREF> of the <COREF ID=""22"" REF=""13""><MARKABLE>moon</MARKABLE></COREF>?",""
"/level4/coref/rm4-11.txt.coref","4","5","Why will the moon have a ring of color?","['<COREF ID=""23"" REF=""13""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""73"" REF=""67""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""75"" REF=""74""><MARKABLE>', '</MARKABLE></COREF>']","5. Why will the <COREF ID=""23"" REF=""13""><MARKABLE>moon</MARKABLE></COREF> have a <COREF ID=""73"" REF=""67""><MARKABLE>ring</MARKABLE></COREF> of <COREF ID=""75"" REF=""74""><MARKABLE>color</MARKABLE></COREF>?",""
"/level4/coref/rm4-12.txt.coref","4","1","Who upset the French citizens?","['<COREF ID=""112"" REF=""86""><MARKABLE>', '</MARKABLE></COREF>']","1. Who upset the French <COREF ID=""112"" REF=""86""><MARKABLE>citizens</MARKABLE></COREF>?",""
"/level4/coref/rm4-12.txt.coref","4","2","What did the French people do in 1789?","['<COREF ID=""113"" REF=""86""><MARKABLE>', '</MARKABLE></COREF>', '<MARKABLE>1789</MARKABLE>']","2. What did the French <COREF ID=""113"" REF=""86""><MARKABLE>people</MARKABLE></COREF> do in <MARKABLE>1789</MARKABLE>?",""
"/level4/coref/rm4-12.txt.coref","4","3","When do the French celebrate their freedom?","['<COREF ID=""114"" REF=""99""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""115"" REF=""99""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""137"" REF=""135""><MARKABLE>', '</MARKABLE></COREF>']","3. When do the <COREF ID=""114"" REF=""99""><MARKABLE>French</MARKABLE></COREF> celebrate <COREF ID=""115"" REF=""99""><MARKABLE>their</MARKABLE></COREF> <COREF ID=""137"" REF=""135""><MARKABLE>freedom</MARKABLE></COREF>?",""
"/level4/coref/rm4-12.txt.coref","4","4","Where did the people take the king and queen?","['<COREF ID=""116"" REF=""86""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""111"" REF=""108""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""138"" REF=""118""><MARKABLE>', '</MARKABLE></COREF>']","4. Where did the <COREF ID=""116"" REF=""86""><MARKABLE>people</MARKABLE></COREF> take the <COREF ID=""111"" REF=""108""><MARKABLE>king</MARKABLE></COREF> and <COREF ID=""138"" REF=""118""><MARKABLE>queen</MARKABLE></COREF>?",""
"/level4/coref/rm4-12.txt.coref","4","5","Why were the French people unhappy?","['<COREF ID=""117"" REF=""86""><MARKABLE>', '</MARKABLE></COREF>']","5. Why were the French <COREF ID=""117"" REF=""86""><MARKABLE>people</MARKABLE></COREF> unhappy?",""
"/level4/coref/rm4-13.txt.coref","4","1","Who heard the crew's cry for help?","['<COREF ID=""182"" REF=""163""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""183"" REF=""166""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""185"" REF=""184""><MARKABLE>', '</MARKABLE></COREF>']","1. Who heard the <COREF ID=""182"" REF=""163""><MARKABLE>crew</MARKABLE></COREF>'s <COREF ID=""183"" REF=""166""><MARKABLE>cry</MARKABLE></COREF> for <COREF ID=""185"" REF=""184""><MARKABLE>help</MARKABLE></COREF>?",""
"/level4/coref/rm4-13.txt.coref","4","2","What is the name of the ship?","['<COREF ID=""196"" REF=""195""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""157"" REF=""140""><MARKABLE>', '</MARKABLE></COREF>']","2. What is the <COREF ID=""196"" REF=""195""><MARKABLE>name</MARKABLE></COREF> of the <COREF ID=""157"" REF=""140""><MARKABLE>ship</MARKABLE></COREF>?",""
"/level4/coref/rm4-13.txt.coref","4","3","When did the ship sink?","['<COREF ID=""158"" REF=""140""><MARKABLE>', '</MARKABLE></COREF>']","3. When did the <COREF ID=""158"" REF=""140""><MARKABLE>ship</MARKABLE></COREF> sink?",""
"/level4/coref/rm4-13.txt.coref","4","4","Where did the ship sink?","['<COREF ID=""159"" REF=""140""><MARKABLE>', '</MARKABLE></COREF>']","4. Where did the <COREF ID=""159"" REF=""140""><MARKABLE>ship</MARKABLE></COREF> sink?",""
"/level4/coref/rm4-13.txt.coref","4","5","Why did the ship sink?","['<COREF ID=""160"" REF=""140""><MARKABLE>', '</MARKABLE></COREF>']","5. Why did the <COREF ID=""160"" REF=""140""><MARKABLE>ship</MARKABLE></COREF> sink?",""
"/level4/coref/rm4-14.txt.coref","4","1","Who will take part in four talks on TV?","['<COREF ID=""221"" REF=""197""><MARKABLE>', '</MARKABLE></COREF>', '<COREF ID=""222"" REF=""213""><MARKABLE>', '</MARKABLE></COREF>']","1. Who will take part in four <COREF ID=""221"" REF=""197""><MARKABLE>talks</MARKABLE></COREF> on <COREF ID=""222"" REF=""213""><MARKABLE>TV</MARKABLE></COREF>?",""
